datetime,M_1_OPEN,M_1_HIGH,M_1_LOW,M_1_CLOSE,M_15_OPEN,M_15_HIGH,M_15_LOW,M_15_CLOSE
2024-08-13 04:30:00,2.36,2.36,2.34,2.35,2.405,2.45,2.32,2.36
2024-08-13 04:31:00,2.35,2.38,2.35,2.38,2.405,2.45,2.32,2.36
2024-08-13 04:32:00,2.38,2.41,2.38,2.39,2.405,2.45,2.32,2.36
2024-08-13 04:33:00,2.39,2.4,2.38,2.38,2.405,2.45,2.32,2.36
2024-08-13 04:34:00,2.39,2.4,2.38,2.39,2.405,2.45,2.32,2.36
2024-08-13 04:35:00,2.39,2.41,2.38,2.4,2.405,2.45,2.32,2.36
2024-08-13 04:36:00,2.4,2.45,2.39,2.41,2.405,2.45,2.32,2.36
2024-08-13 04:37:00,2.41,2.41,2.385,2.4,2.405,2.45,2.32,2.36
2024-08-13 04:38:00,2.41,2.44,2.41,2.44,2.405,2.45,2.32,2.36
2024-08-13 04:39:00,2.44,2.46,2.42,2.42,2.405,2.45,2.32,2.36
2024-08-13 04:40:00,2.42,2.42,2.4,2.41,2.405,2.45,2.32,2.36
2024-08-13 04:41:00,2.41,2.42,2.41,2.42,2.405,2.45,2.32,2.36
2024-08-13 04:42:00,2.42,2.44,2.41,2.42,2.405,2.45,2.32,2.36
2024-08-13 04:43:00,2.41,2.42,2.41,2.41,2.405,2.45,2.32,2.36
2024-08-13 04:44:00,2.41,2.41,2.35,2.355,2.405,2.45,2.32,2.36
2024-08-13 04:45:00,2.35,2.38,2.34,2.38,2.36,2.46,2.34,2.355
2024-08-13 04:46:00,2.38,2.42,2.38,2.41,2.36,2.46,2.34,2.355
2024-08-13 04:47:00,2.42,2.44,2.42,2.42,2.36,2.46,2.34,2.355
2024-08-13 04:48:00,2.425,2.43,2.41,2.43,2.36,2.46,2.34,2.355
2024-08-13 04:49:00,2.44,2.44,2.42,2.42,2.36,2.46,2.34,2.355
2024-08-13 04:50:00,2.42,2.42,2.38,2.38,2.36,2.46,2.34,2.355
2024-08-13 04:51:00,2.38,2.41,2.37,2.39,2.36,2.46,2.34,2.355
2024-08-13 04:52:00,2.38,2.385,2.37,2.385,2.36,2.46,2.34,2.355
2024-08-13 04:53:00,2.38,2.39,2.37,2.39,2.36,2.46,2.34,2.355
2024-08-13 04:54:00,2.4,2.43,2.39,2.42,2.36,2.46,2.34,2.355
2024-08-13 04:55:00,2.43,2.44,2.42,2.43,2.36,2.46,2.34,2.355
2024-08-13 04:56:00,2.42,2.45,2.42,2.45,2.36,2.46,2.34,2.355
2024-08-13 04:57:00,2.44,2.45,2.435,2.44,2.36,2.46,2.34,2.355
2024-08-13 04:58:00,2.43,2.44,2.43,2.44,2.36,2.46,2.34,2.355
2024-08-13 04:59:00,2.44,2.445,2.44,2.44,2.36,2.46,2.34,2.355
2024-08-13 05:00:00,2.43,2.44,2.43,2.435,2.35,2.45,2.34,2.44
2024-08-13 05:01:00,2.43,2.43,2.41,2.42,2.35,2.45,2.34,2.44
2024-08-13 05:02:00,2.41,2.42,2.4,2.4,2.35,2.45,2.34,2.44
2024-08-13 05:03:00,2.39,2.39,2.37,2.39,2.35,2.45,2.34,2.44
2024-08-13 05:04:00,2.4,2.4,2.38,2.38,2.35,2.45,2.34,2.44
2024-08-13 05:05:00,2.38,2.39,2.37,2.385,2.35,2.45,2.34,2.44
2024-08-13 05:06:00,2.39,2.4,2.38,2.4,2.35,2.45,2.34,2.44
2024-08-13 05:07:00,2.4,2.41,2.4,2.41,2.35,2.45,2.34,2.44
2024-08-13 05:08:00,2.41,2.43,2.4,2.42,2.35,2.45,2.34,2.44
2024-08-13 05:09:00,2.42,2.44,2.42,2.43,2.35,2.45,2.34,2.44
2024-08-13 05:10:00,2.42,2.44,2.42,2.44,2.35,2.45,2.34,2.44
2024-08-13 05:11:00,2.44,2.45,2.42,2.435,2.35,2.45,2.34,2.44
2024-08-13 05:12:00,2.43,2.46,2.42,2.44,2.35,2.45,2.34,2.44
2024-08-13 05:13:00,2.44,2.5,2.44,2.475,2.35,2.45,2.34,2.44
2024-08-13 05:14:00,2.475,2.48,2.44,2.46,2.35,2.45,2.34,2.44
2024-08-13 05:15:00,2.46,2.53,2.45,2.52,2.43,2.5,2.37,2.46
2024-08-13 05:16:00,2.52,2.53,2.45,2.48,2.43,2.5,2.37,2.46
2024-08-13 05:17:00,2.48,2.48,2.46,2.46,2.43,2.5,2.37,2.46
2024-08-13 05:18:00,2.45,2.46,2.45,2.45,2.43,2.5,2.37,2.46
2024-08-13 05:19:00,2.44,2.44,2.39,2.4,2.43,2.5,2.37,2.46
2024-08-13 05:20:00,2.41,2.43,2.4,2.42,2.43,2.5,2.37,2.46
2024-08-13 05:21:00,2.43,2.45,2.43,2.45,2.43,2.5,2.37,2.46
2024-08-13 05:22:00,2.45,2.47,2.44,2.46,2.43,2.5,2.37,2.46
2024-08-13 05:23:00,2.46,2.47,2.46,2.46,2.43,2.5,2.37,2.46
2024-08-13 05:24:00,2.46,2.46,2.45,2.45,2.43,2.5,2.37,2.46
2024-08-13 05:25:00,2.44,2.45,2.43,2.43,2.43,2.5,2.37,2.46
2024-08-13 05:26:00,2.425,2.425,2.4,2.4,2.43,2.5,2.37,2.46
2024-08-13 05:27:00,2.4,2.4,2.35,2.35,2.43,2.5,2.37,2.46
2024-08-13 05:28:00,2.355,2.38,2.32,2.38,2.43,2.5,2.37,2.46
2024-08-13 05:29:00,2.37,2.37,2.33,2.34,2.43,2.5,2.37,2.46
2024-08-13 05:30:00,2.34,2.35,2.25,2.27,2.46,2.53,2.32,2.34
2024-08-13 05:31:00,2.27,2.28,2.21,2.25,2.46,2.53,2.32,2.34
2024-08-13 05:32:00,2.25,2.3,2.24,2.3,2.46,2.53,2.32,2.34
2024-08-13 05:33:00,2.29,2.3,2.28,2.28,2.46,2.53,2.32,2.34
2024-08-13 05:34:00,2.28,2.28,2.24,2.27,2.46,2.53,2.32,2.34
2024-08-13 05:35:00,2.26,2.27,2.24,2.25,2.46,2.53,2.32,2.34
2024-08-13 05:36:00,2.245,2.245,2.2,2.205,2.46,2.53,2.32,2.34
2024-08-13 05:37:00,2.21,2.21,2.17,2.205,2.46,2.53,2.32,2.34
2024-08-13 05:38:00,2.21,2.24,2.2,2.23,2.46,2.53,2.32,2.34
2024-08-13 05:39:00,2.23,2.24,2.215,2.24,2.46,2.53,2.32,2.34
2024-08-13 05:40:00,2.24,2.24,2.24,2.24,2.46,2.53,2.32,2.34
2024-08-13 05:41:00,2.24,2.28,2.24,2.27,2.46,2.53,2.32,2.34
2024-08-13 05:42:00,2.27,2.28,2.26,2.26,2.46,2.53,2.32,2.34
2024-08-13 05:43:00,2.25,2.26,2.24,2.25,2.46,2.53,2.32,2.34
2024-08-13 05:44:00,2.26,2.3,2.26,2.3,2.46,2.53,2.32,2.34
2024-08-13 05:45:00,2.3,2.32,2.3,2.32,2.34,2.35,2.17,2.3
2024-08-13 05:46:00,2.32,2.32,2.28,2.29,2.34,2.35,2.17,2.3
2024-08-13 05:47:00,2.29,2.29,2.25,2.25,2.34,2.35,2.17,2.3
2024-08-13 05:48:00,2.26,2.27,2.25,2.26,2.34,2.35,2.17,2.3
2024-08-13 05:49:00,2.27,2.27,2.25,2.26,2.34,2.35,2.17,2.3
2024-08-13 05:50:00,2.26,2.26,2.25,2.25,2.34,2.35,2.17,2.3
2024-08-13 05:51:00,2.25,2.25,2.25,2.25,2.34,2.35,2.17,2.3
2024-08-13 05:52:00,2.25,2.25,2.24,2.24,2.34,2.35,2.17,2.3
2024-08-13 05:53:00,2.25,2.25,2.24,2.24,2.34,2.35,2.17,2.3
2024-08-13 05:54:00,2.24,2.24,2.2,2.21,2.34,2.35,2.17,2.3
2024-08-13 05:55:00,2.2,2.24,2.2,2.23,2.34,2.35,2.17,2.3
2024-08-13 05:56:00,2.225,2.25,2.225,2.25,2.34,2.35,2.17,2.3
2024-08-13 05:57:00,2.24,2.25,2.24,2.25,2.34,2.35,2.17,2.3
2024-08-13 05:58:00,2.26,2.26,2.25,2.26,2.34,2.35,2.17,2.3
2024-08-13 05:59:00,2.27,2.27,2.25,2.26,2.34,2.35,2.17,2.3
2024-08-13 06:00:00,2.26,2.27,2.26,2.26,2.3,2.32,2.2,2.26
2024-08-13 06:01:00,2.26,2.29,2.26,2.29,2.3,2.32,2.2,2.26
2024-08-13 06:02:00,2.28,2.28,2.27,2.28,2.3,2.32,2.2,2.26
2024-08-13 06:03:00,2.29,2.32,2.28,2.295,2.3,2.32,2.2,2.26
2024-08-13 06:04:00,2.29,2.31,2.28,2.285,2.3,2.32,2.2,2.26
2024-08-13 06:05:00,2.28,2.32,2.28,2.31,2.3,2.32,2.2,2.26
2024-08-13 06:06:00,2.315,2.32,2.31,2.31,2.3,2.32,2.2,2.26
2024-08-13 06:07:00,2.315,2.32,2.3,2.3,2.3,2.32,2.2,2.26
2024-08-13 06:08:00,2.305,2.31,2.28,2.29,2.3,2.32,2.2,2.26
2024-08-13 06:09:00,2.31,2.31,2.28,2.31,2.3,2.32,2.2,2.26
2024-08-13 06:10:00,2.31,2.31,2.3,2.3,2.3,2.32,2.2,2.26
2024-08-13 06:11:00,2.29,2.3,2.27,2.28,2.3,2.32,2.2,2.26
2024-08-13 06:12:00,2.29,2.29,2.27,2.27,2.3,2.32,2.2,2.26
2024-08-13 06:13:00,2.275,2.275,2.25,2.25,2.3,2.32,2.2,2.26
2024-08-13 06:14:00,2.25,2.3,2.245,2.29,2.3,2.32,2.2,2.26
2024-08-13 06:15:00,2.3,2.31,2.3,2.31,2.26,2.32,2.245,2.29
2024-08-13 06:16:00,2.31,2.37,2.305,2.36,2.26,2.32,2.245,2.29
2024-08-13 06:17:00,2.35,2.41,2.34,2.39,2.26,2.32,2.245,2.29
2024-08-13 06:18:00,2.4,2.4,2.36,2.39,2.26,2.32,2.245,2.29
2024-08-13 06:19:00,2.39,2.39,2.365,2.38,2.26,2.32,2.245,2.29
2024-08-13 06:20:00,2.38,2.38,2.28,2.37,2.26,2.32,2.245,2.29
2024-08-13 06:21:00,2.36,2.36,2.35,2.35,2.26,2.32,2.245,2.29
2024-08-13 06:22:00,2.36,2.4,2.355,2.4,2.26,2.32,2.245,2.29
2024-08-13 06:23:00,2.4,2.45,2.39,2.44,2.26,2.32,2.245,2.29
2024-08-13 06:24:00,2.43,2.45,2.37,2.41,2.26,2.32,2.245,2.29
2024-08-13 06:25:00,2.42,2.42,2.4,2.4,2.26,2.32,2.245,2.29
2024-08-13 06:26:00,2.4,2.43,2.4,2.41,2.26,2.32,2.245,2.29
2024-08-13 06:27:00,2.41,2.42,2.38,2.39,2.26,2.32,2.245,2.29
2024-08-13 06:28:00,2.38,2.39,2.375,2.38,2.26,2.32,2.245,2.29
2024-08-13 06:29:00,2.37,2.41,2.35,2.39,2.26,2.32,2.245,2.29
2024-08-13 06:30:00,2.39,2.52,2.39,2.44,2.3,2.45,2.28,2.39
2024-08-13 06:31:00,2.445,2.51,2.43,2.51,2.3,2.45,2.28,2.39
2024-08-13 06:32:00,2.51,2.52,2.46,2.5,2.3,2.45,2.28,2.39
2024-08-13 06:33:00,2.49,2.53,2.46,2.48,2.3,2.45,2.28,2.39
2024-08-13 06:34:00,2.49,2.5,2.42,2.48,2.3,2.45,2.28,2.39
2024-08-13 06:35:00,2.48,2.48,2.44,2.46,2.3,2.45,2.28,2.39
2024-08-13 06:36:00,2.46,2.47,2.43,2.44,2.3,2.45,2.28,2.39
2024-08-13 06:37:00,2.43,2.44,2.38,2.38,2.3,2.45,2.28,2.39
2024-08-13 06:38:00,2.385,2.43,2.38,2.43,2.3,2.45,2.28,2.39
2024-08-13 06:39:00,2.42,2.47,2.41,2.46,2.3,2.45,2.28,2.39
2024-08-13 06:40:00,2.46,2.53,2.44,2.49,2.3,2.45,2.28,2.39
2024-08-13 06:41:00,2.485,2.54,2.46,2.48,2.3,2.45,2.28,2.39
2024-08-13 06:42:00,2.47,2.49,2.47,2.48,2.3,2.45,2.28,2.39
2024-08-13 06:43:00,2.475,2.48,2.44,2.48,2.3,2.45,2.28,2.39
2024-08-13 06:44:00,2.48,2.52,2.43,2.46,2.3,2.45,2.28,2.39
2024-08-13 06:45:00,2.455,2.47,2.45,2.45,2.39,2.54,2.38,2.46
2024-08-13 06:46:00,2.45,2.52,2.45,2.5,2.39,2.54,2.38,2.46
2024-08-13 06:47:00,2.495,2.51,2.48,2.48,2.39,2.54,2.38,2.46
2024-08-13 06:48:00,2.49,2.5,2.47,2.48,2.39,2.54,2.38,2.46
2024-08-13 06:49:00,2.48,2.48,2.42,2.43,2.39,2.54,2.38,2.46
2024-08-13 06:50:00,2.42,2.45,2.4,2.41,2.39,2.54,2.38,2.46
2024-08-13 06:51:00,2.41,2.42,2.39,2.42,2.39,2.54,2.38,2.46
2024-08-13 06:52:00,2.41,2.46,2.41,2.46,2.39,2.54,2.38,2.46
2024-08-13 06:53:00,2.45,2.45,2.4,2.41,2.39,2.54,2.38,2.46
2024-08-13 06:54:00,2.4,2.41,2.27,2.34,2.39,2.54,2.38,2.46
2024-08-13 06:55:00,2.34,2.4,2.31,2.33,2.39,2.54,2.38,2.46
2024-08-13 06:56:00,2.32,2.4,2.32,2.37,2.39,2.54,2.38,2.46
2024-08-13 06:57:00,2.365,2.37,2.33,2.35,2.39,2.54,2.38,2.46
2024-08-13 06:58:00,2.36,2.37,2.31,2.31,2.39,2.54,2.38,2.46
2024-08-13 06:59:00,2.315,2.38,2.31,2.38,2.39,2.54,2.38,2.46
2024-08-13 07:00:00,2.36,2.48,2.355,2.43,2.455,2.52,2.27,2.38
2024-08-13 07:01:00,2.43,2.44,2.39,2.39,2.455,2.52,2.27,2.38
2024-08-13 07:02:00,2.4,2.4,2.26,2.285,2.455,2.52,2.27,2.38
2024-08-13 07:03:00,2.29,2.36,2.285,2.35,2.455,2.52,2.27,2.38
2024-08-13 07:04:00,2.35,2.37,2.3,2.3,2.455,2.52,2.27,2.38
2024-08-13 07:05:00,2.3,2.34,2.3,2.33,2.455,2.52,2.27,2.38
2024-08-13 07:06:00,2.33,2.33,2.31,2.325,2.455,2.52,2.27,2.38
2024-08-13 07:07:00,2.32,2.37,2.31,2.36,2.455,2.52,2.27,2.38
2024-08-13 07:08:00,2.36,2.399,2.355,2.38,2.455,2.52,2.27,2.38
2024-08-13 07:09:00,2.38,2.39,2.33,2.33,2.455,2.52,2.27,2.38
2024-08-13 07:10:00,2.33,2.35,2.33,2.33,2.455,2.52,2.27,2.38
2024-08-13 07:11:00,2.34,2.35,2.34,2.34,2.455,2.52,2.27,2.38
2024-08-13 07:12:00,2.34,2.35,2.34,2.35,2.455,2.52,2.27,2.38
2024-08-13 07:13:00,2.345,2.37,2.345,2.35,2.455,2.52,2.27,2.38
2024-08-13 07:14:00,2.35,2.37,2.34,2.34,2.455,2.52,2.27,2.38
2024-08-13 07:15:00,2.335,2.335,2.31,2.31,2.36,2.48,2.26,2.34
2024-08-13 07:16:00,2.31,2.315,2.29,2.29,2.36,2.48,2.26,2.34
2024-08-13 07:17:00,2.29,2.29,2.26,2.28,2.36,2.48,2.26,2.34
2024-08-13 07:18:00,2.275,2.32,2.275,2.32,2.36,2.48,2.26,2.34
2024-08-13 07:19:00,2.31,2.34,2.3,2.34,2.36,2.48,2.26,2.34
2024-08-13 07:20:00,2.34,2.34,2.325,2.33,2.36,2.48,2.26,2.34
2024-08-13 07:21:00,2.329,2.36,2.32,2.36,2.36,2.48,2.26,2.34
2024-08-13 07:22:00,2.36,2.36,2.355,2.36,2.36,2.48,2.26,2.34
2024-08-13 07:23:00,2.365,2.4,2.36,2.37,2.36,2.48,2.26,2.34
2024-08-13 07:24:00,2.37,2.39,2.37,2.39,2.36,2.48,2.26,2.34
2024-08-13 07:25:00,2.38,2.42,2.38,2.4,2.36,2.48,2.26,2.34
2024-08-13 07:26:00,2.405,2.41,2.38,2.38,2.36,2.48,2.26,2.34
2024-08-13 07:27:00,2.395,2.4,2.36,2.36,2.36,2.48,2.26,2.34
2024-08-13 07:28:00,2.365,2.38,2.36,2.38,2.36,2.48,2.26,2.34
2024-08-13 07:29:00,2.38,2.39,2.38,2.38,2.36,2.48,2.26,2.34
2024-08-13 07:30:00,2.38,2.38,2.35,2.36,2.335,2.42,2.26,2.38
2024-08-13 07:31:00,2.36,2.38,2.36,2.37,2.335,2.42,2.26,2.38
2024-08-13 07:32:00,2.37,2.41,2.36,2.41,2.335,2.42,2.26,2.38
2024-08-13 07:33:00,2.4,2.41,2.38,2.38,2.335,2.42,2.26,2.38
2024-08-13 07:34:00,2.38,2.39,2.37,2.38,2.335,2.42,2.26,2.38
2024-08-13 07:35:00,2.38,2.38,2.35,2.36,2.335,2.42,2.26,2.38
2024-08-13 07:36:00,2.36,2.38,2.36,2.38,2.335,2.42,2.26,2.38
2024-08-13 07:37:00,2.37,2.38,2.37,2.38,2.335,2.42,2.26,2.38
2024-08-13 07:38:00,2.371,2.38,2.37,2.375,2.335,2.42,2.26,2.38
2024-08-13 07:39:00,2.37,2.37,2.35,2.35,2.335,2.42,2.26,2.38
2024-08-13 07:40:00,2.36,2.36,2.34,2.34,2.335,2.42,2.26,2.38
2024-08-13 07:41:00,2.34,2.34,2.33,2.34,2.335,2.42,2.26,2.38
2024-08-13 07:42:00,2.35,2.36,2.35,2.35,2.335,2.42,2.26,2.38
2024-08-13 07:43:00,2.36,2.36,2.33,2.34,2.335,2.42,2.26,2.38
2024-08-13 07:44:00,2.34,2.35,2.34,2.35,2.335,2.42,2.26,2.38
2024-08-13 07:45:00,2.349,2.37,2.349,2.37,2.38,2.41,2.33,2.35
2024-08-13 07:46:00,2.37,2.41,2.36,2.41,2.38,2.41,2.33,2.35
2024-08-13 07:47:00,2.42,2.45,2.41,2.41,2.38,2.41,2.33,2.35
2024-08-13 07:48:00,2.41,2.42,2.39,2.41,2.38,2.41,2.33,2.35
2024-08-13 07:49:00,2.41,2.48,2.41,2.47,2.38,2.41,2.33,2.35
2024-08-13 07:50:00,2.47,2.47,2.421,2.43,2.38,2.41,2.33,2.35
2024-08-13 07:51:00,2.43,2.45,2.43,2.445,2.38,2.41,2.33,2.35
2024-08-13 07:52:00,2.45,2.47,2.43,2.47,2.38,2.41,2.33,2.35
2024-08-13 07:53:00,2.465,2.47,2.42,2.42,2.38,2.41,2.33,2.35
2024-08-13 07:54:00,2.42,2.44,2.42,2.43,2.38,2.41,2.33,2.35
2024-08-13 07:55:00,2.44,2.45,2.41,2.45,2.38,2.41,2.33,2.35
2024-08-13 07:56:00,2.445,2.55,2.445,2.51,2.38,2.41,2.33,2.35
2024-08-13 07:57:00,2.52,2.58,2.5,2.575,2.38,2.41,2.33,2.35
2024-08-13 07:58:00,2.57,2.64,2.57,2.58,2.38,2.41,2.33,2.35
2024-08-13 07:59:00,2.58,2.6,2.54,2.56,2.38,2.41,2.33,2.35
2024-08-13 08:00:00,2.48,2.641,2.1708,2.57,2.349,2.64,2.349,2.56
2024-08-13 08:01:00,2.57,2.68,2.56,2.63,2.349,2.64,2.349,2.56
2024-08-13 08:02:00,2.38,2.64,2.38,2.54,2.349,2.64,2.349,2.56
2024-08-13 08:03:00,2.53,2.55,2.49,2.49,2.349,2.64,2.349,2.56
2024-08-13 08:04:00,2.49,2.52,2.46,2.48,2.349,2.64,2.349,2.56
2024-08-13 08:05:00,2.48,2.55,2.47,2.5401,2.349,2.64,2.349,2.56
2024-08-13 08:06:00,2.54,2.58,2.52,2.58,2.349,2.64,2.349,2.56
2024-08-13 08:07:00,2.56,2.59,2.55,2.56,2.349,2.64,2.349,2.56
2024-08-13 08:08:00,2.57,2.57,2.53,2.5303,2.349,2.64,2.349,2.56
2024-08-13 08:09:00,2.53,2.54,2.5,2.53,2.349,2.64,2.349,2.56
2024-08-13 08:10:00,2.52,2.53,2.5,2.5003,2.349,2.64,2.349,2.56
2024-08-13 08:11:00,2.5099,2.57,2.49,2.57,2.349,2.64,2.349,2.56
2024-08-13 08:12:00,2.57,2.59,2.54,2.54,2.349,2.64,2.349,2.56
2024-08-13 08:13:00,2.54,2.56,2.52,2.53,2.349,2.64,2.349,2.56
2024-08-13 08:14:00,2.54,2.55,2.51,2.5197,2.349,2.64,2.349,2.56
2024-08-13 08:15:00,2.51,2.52,2.5,2.5,2.48,2.68,2.1708,2.5197
2024-08-13 08:16:00,2.51,2.51,2.42,2.44,2.48,2.68,2.1708,2.5197
2024-08-13 08:17:00,2.44,2.44,2.41,2.43,2.48,2.68,2.1708,2.5197
2024-08-13 08:18:00,2.43,2.43,2.41,2.41,2.48,2.68,2.1708,2.5197
2024-08-13 08:19:00,2.41,2.41,2.38,2.39,2.48,2.68,2.1708,2.5197
2024-08-13 08:20:00,2.4,2.44,2.4,2.43,2.48,2.68,2.1708,2.5197
2024-08-13 08:21:00,2.43,2.44,2.38,2.38,2.48,2.68,2.1708,2.5197
2024-08-13 08:22:00,2.39,2.4,2.38,2.4,2.48,2.68,2.1708,2.5197
2024-08-13 08:23:00,2.4,2.42,2.39,2.42,2.48,2.68,2.1708,2.5197
2024-08-13 08:24:00,2.42,2.48,2.41,2.4691,2.48,2.68,2.1708,2.5197
2024-08-13 08:25:00,2.46,2.47,2.44,2.44,2.48,2.68,2.1708,2.5197
2024-08-13 08:26:00,2.44,2.44,2.42,2.43,2.48,2.68,2.1708,2.5197
2024-08-13 08:27:00,2.43,2.44,2.42,2.43,2.48,2.68,2.1708,2.5197
2024-08-13 08:28:00,2.44,2.45,2.43,2.45,2.48,2.68,2.1708,2.5197
2024-08-13 08:29:00,2.45,2.46,2.44,2.46,2.48,2.68,2.1708,2.5197
2024-08-13 08:30:00,2.455,2.46,2.44,2.44,2.51,2.52,2.38,2.46
2024-08-13 08:31:00,2.45,2.45,2.4,2.425,2.51,2.52,2.38,2.46
2024-08-13 08:32:00,2.43,2.44,2.42,2.43,2.51,2.52,2.38,2.46
2024-08-13 08:33:00,2.4302,2.45,2.43,2.435,2.51,2.52,2.38,2.46
2024-08-13 08:34:00,2.44,2.44,2.43,2.43,2.51,2.52,2.38,2.46
2024-08-13 08:35:00,2.4397,2.44,2.42,2.42,2.51,2.52,2.38,2.46
2024-08-13 08:36:00,2.42,2.42,2.4,2.405,2.51,2.52,2.38,2.46
2024-08-13 08:37:00,2.4,2.44,2.4,2.43,2.51,2.52,2.38,2.46
2024-08-13 08:38:00,2.42,2.43,2.41,2.43,2.51,2.52,2.38,2.46
2024-08-13 08:39:00,2.43,2.44,2.42,2.44,2.51,2.52,2.38,2.46
2024-08-13 08:40:00,2.43,2.45,2.42,2.45,2.51,2.52,2.38,2.46
2024-08-13 08:41:00,2.45,2.5,2.45,2.4801,2.51,2.52,2.38,2.46
2024-08-13 08:42:00,2.49,2.53,2.48,2.51,2.51,2.52,2.38,2.46
2024-08-13 08:43:00,2.52,2.52,2.49,2.5,2.51,2.52,2.38,2.46
2024-08-13 08:44:00,2.5,2.5603,2.49,2.54,2.51,2.52,2.38,2.46
2024-08-13 08:45:00,2.53,2.54,2.5,2.52,2.455,2.5603,2.4,2.54
2024-08-13 08:46:00,2.53,2.53,2.5,2.5,2.455,2.5603,2.4,2.54
2024-08-13 08:47:00,2.5,2.53,2.5,2.52,2.455,2.5603,2.4,2.54
2024-08-13 08:48:00,2.52,2.53,2.52,2.53,2.455,2.5603,2.4,2.54
2024-08-13 08:49:00,2.52,2.52,2.49,2.51,2.455,2.5603,2.4,2.54
2024-08-13 08:50:00,2.51,2.51,2.49,2.5,2.455,2.5603,2.4,2.54
2024-08-13 08:51:00,2.5,2.54,2.49,2.54,2.455,2.5603,2.4,2.54
2024-08-13 08:52:00,2.5401,2.58,2.52,2.56,2.455,2.5603,2.4,2.54
2024-08-13 08:53:00,2.55,2.57,2.53,2.55,2.455,2.5603,2.4,2.54
2024-08-13 08:54:00,2.54,2.56,2.54,2.56,2.455,2.5603,2.4,2.54
2024-08-13 08:55:00,2.56,2.6,2.55,2.56,2.455,2.5603,2.4,2.54
2024-08-13 08:56:00,2.56,2.57,2.53,2.54,2.455,2.5603,2.4,2.54
2024-08-13 08:57:00,2.535,2.54,2.51,2.51,2.455,2.5603,2.4,2.54
2024-08-13 08:58:00,2.51,2.53,2.5,2.52,2.455,2.5603,2.4,2.54
2024-08-13 08:59:00,2.53,2.53,2.51,2.53,2.455,2.5603,2.4,2.54
2024-08-13 09:00:00,2.5201,2.57,2.52,2.53,2.53,2.6,2.49,2.53
2024-08-13 09:01:00,2.54,2.57,2.53,2.55,2.53,2.6,2.49,2.53
2024-08-13 09:02:00,2.55,2.56,2.54,2.54,2.53,2.6,2.49,2.53
2024-08-13 09:03:00,2.53,2.54,2.52,2.53,2.53,2.6,2.49,2.53
2024-08-13 09:04:00,2.53,2.54,2.51,2.51,2.53,2.6,2.49,2.53
2024-08-13 09:05:00,2.5001,2.53,2.5,2.52,2.53,2.6,2.49,2.53
2024-08-13 09:06:00,2.52,2.52,2.51,2.515,2.53,2.6,2.49,2.53
2024-08-13 09:07:00,2.52,2.52,2.51,2.51,2.53,2.6,2.49,2.53
2024-08-13 09:08:00,2.52,2.52,2.51,2.52,2.53,2.6,2.49,2.53
2024-08-13 09:09:00,2.52,2.52,2.5,2.51,2.53,2.6,2.49,2.53
2024-08-13 09:10:00,2.51,2.51,2.48,2.48,2.53,2.6,2.49,2.53
2024-08-13 09:11:00,2.49,2.49,2.45,2.47,2.53,2.6,2.49,2.53
2024-08-13 09:12:00,2.4603,2.48,2.46,2.48,2.53,2.6,2.49,2.53
2024-08-13 09:13:00,2.47,2.49,2.47,2.49,2.53,2.6,2.49,2.53
2024-08-13 09:14:00,2.4802,2.49,2.47,2.48,2.53,2.6,2.49,2.53
2024-08-13 09:15:00,2.48,2.49,2.48,2.4803,2.5201,2.57,2.45,2.48
2024-08-13 09:16:00,2.49,2.49,2.48,2.49,2.5201,2.57,2.45,2.48
2024-08-13 09:17:00,2.49,2.49,2.48,2.49,2.5201,2.57,2.45,2.48
2024-08-13 09:18:00,2.48,2.495,2.48,2.495,2.5201,2.57,2.45,2.48
2024-08-13 09:19:00,2.495,2.52,2.49,2.5,2.5201,2.57,2.45,2.48
2024-08-13 09:20:00,2.5,2.51,2.48,2.49,2.5201,2.57,2.45,2.48
2024-08-13 09:21:00,2.48,2.49,2.48,2.48,2.5201,2.57,2.45,2.48
2024-08-13 09:22:00,2.4891,2.49,2.48,2.4801,2.5201,2.57,2.45,2.48
2024-08-13 09:23:00,2.49,2.49,2.48,2.49,2.5201,2.57,2.45,2.48
2024-08-13 09:24:00,2.48,2.49,2.48,2.48,2.5201,2.57,2.45,2.48
2024-08-13 09:25:00,2.485,2.49,2.45,2.45,2.5201,2.57,2.45,2.48
2024-08-13 09:26:00,2.45,2.46,2.41,2.41,2.5201,2.57,2.45,2.48
2024-08-13 09:27:00,2.42,2.44,2.41,2.41,2.5201,2.57,2.45,2.48
2024-08-13 09:28:00,2.42,2.43,2.41,2.42,2.5201,2.57,2.45,2.48
2024-08-13 09:29:00,2.4191,2.43,2.41,2.4204,2.5201,2.57,2.45,2.48
2024-08-13 09:30:00,2.43,2.55,2.4,2.53,2.48,2.52,2.41,2.4204
2024-08-13 09:31:00,2.525,2.7,2.51,2.6806,2.48,2.52,2.41,2.4204
2024-08-13 09:32:00,2.6883,2.79,2.61,2.7501,2.48,2.52,2.41,2.4204
2024-08-13 09:33:00,2.7501,2.88,2.74,2.75,2.48,2.52,2.41,2.4204
2024-08-13 09:34:00,2.7501,2.8,2.65,2.7309,2.48,2.52,2.41,2.4204
2024-08-13 09:35:00,2.735,2.8599,2.7,2.77,2.48,2.52,2.41,2.4204
2024-08-13 09:36:00,2.7698,2.88,2.75,2.8362,2.48,2.52,2.41,2.4204
